route_id,agency_id,route_short_name,route_name,route_desc,route_type,route_url,route_color,route_text_color,dummy,Frequency/Timings source,Frequency timings destination,Comments,route_long_name
215E ,BMTCB,,Kempegowda Bus Station -Beereshwaranagar ,Same as 215D,3,,F53333,FFFFFF,1,,,,215E :Kempegowda Bus Station -Beereshwaranagar 
215F ,BMTCB,,K R Market -Kothanur (Kanakapura Road) ,"Basavanagudi,South end,Banashankari,Jaraganahalli,Chunchagatta",3,,F53333,FFFFFF,1,,,,215F :K R Market -Kothanur (Kanakapura Road) 
215G ,BMTCB,,Kempegowda Bus Station -Srinidhi Layout ,"Corporation,Lalbagh west gate,Banashankari",3,,F53333,FFFFFF,1,,,,215G :Kempegowda Bus Station -Srinidhi Layout 
215H ,BMTCB,,Kempegowda Bus Station -Jambusavari Dinne ,"Corporation,Lalbagh,Jayanagar,J.P.Nagar 1st phase,Puttenhalli,Kothnur dinne",3,,F53333,FFFFFF,1,,,,215H :Kempegowda Bus Station -Jambusavari Dinne 
215J ,BMTCB,,Kempegowda Bus Station -Kothanur (Kanakapura Road) ,"Corporation,Lalbagh,South end,Banashankari,Chunchagatta",3,,F53333,FFFFFF,1,,,,215J :Kempegowda Bus Station -Kothanur (Kanakapura Road) 
215K,BMTCB,,K.R.Market-anjanapura,"Basavanagudi,South end,Banashankari,Konanakunte cross",3,,F53333,FFFFFF,1,,,,215K:K.R.Market-anjanapura
215L ,BMTCB,,Kempegowda Bus Station -Krishna Layout ,Same as 215H to Kothnur dinne,3,,F53333,FFFFFF,1,,,,215L :Kempegowda Bus Station -Krishna Layout 
215M ,BMTCB,,Kempegowda Bus Station -J P Nagar 5th Phase ,"Corporation,lalbagh,south end,Jayanagar,J.P.nagar 1st phase,Delmia",3,,F53333,FFFFFF,1,,,,215M :Kempegowda Bus Station -J P Nagar 5th Phase 
215N ,BMTCB,,Kempegowda Bus Station -Anjanapura ,"Corporation,K.R.Market,215K",3,,F53333,FFFFFF,1,,,,215N :Kempegowda Bus Station -Anjanapura 
215NA,BMTCB,,Kempegowda bus station-Amruthnagara,215N route,3,,F53333,FFFFFF,1,,,,215NA:Kempegowda bus station-Amruthnagara
215P ,BMTCB,,K R Market -Konanakunte Cross ,,3,,F53333,FFFFFF,1,,,,215P :K R Market -Konanakunte Cross 
215Q ,BMTCB,,Koramangala -Anjanapura ,"Madiwala,BTM,Banashankari,Konanakunte cross",3,,F53333,FFFFFF,1,,,,215Q :Koramangala -Anjanapura 
215R ,BMTCB,,Kempegowda Bus Station -Kothanur (Kanakapura Road) ,"corporation,Lalbagh,South end,Jayanagar 4th block,Banashankari,Chunchgatta",3,,F53333,FFFFFF,1,,,,215R :Kempegowda Bus Station -Kothanur (Kanakapura Road) 
215T ,BMTCB,,K R Market -Tulasipura ,"Basavanagudi,South end,Banashankari,Konanakunte cross",3,,F53333,FFFFFF,1,,,,215T :K R Market -Tulasipura 
215U,BMTCB,,Shivajinagar -Kothnur,"Shantinagar,Wilson garden,Jayanagar,Banashankari",3,,F53333,FFFFFF,1,,,,215U:Shivajinagar -Kothnur
215W ,BMTCB,,Jayanagar 4th Block -Jayanagar 4th Block ,"J.P.Nagar 1st phase,Puttenhalli,Kothnur dinne,Jambusavari dinne,Konanakunte cross,Banashankari",3,,F53333,FFFFFF,1,,,,215W :Jayanagar 4th Block -Jayanagar 4th Block 
215X ,BMTCB,,K R Market -Thippasandra (Kanakapura Road) ,Same as 215B,3,,F53333,FFFFFF,1,,,,215X :K R Market -Thippasandra (Kanakapura Road) 
215Y ,BMTCB,,Jayanagar 4th Block -Jayanagar 4th Block ,Opposite of 215W,3,,F53333,FFFFFF,1,,,,215Y :Jayanagar 4th Block -Jayanagar 4th Block 
215Z ,BMTCB,,K R Market -Bannerghatta Circle ,"Basavanagudi,South end,Banashankari,Konanakunte cross,Gottigere",3,,F53333,FFFFFF,1,,,,215Z :K R Market -Bannerghatta Circle 
216,BMTCB,,K R Market -Banjarapalya ,,3,,F53333,FFFFFF,1,,,,216:K R Market -Banjarapalya 
216A ,BMTCB,,K R Market -Byrasandra (Kanakapura Road) ,,3,,F53333,FFFFFF,1,,,,216A :K R Market -Byrasandra (Kanakapura Road) 
217,BMTCB,,K R Market -Somapura,,3,,F53333,FFFFFF,1,,,,217:K R Market -Somapura
217B,BMTCB,,K.R.Market-Kengeri,"South end, Banashankari,",3,,F53333,FFFFFF,1,,,,217B:K.R.Market-Kengeri
218,BMTCB,,K R Market -Kambipura ,,3,,F53333,FFFFFF,1,,,,218:K R Market -Kambipura 
218A ,BMTCB,,Kempegowda Bus Station -Kambipura ,,3,,F53333,FFFFFF,1,,,,218A :Kempegowda Bus Station -Kambipura 
219,BMTCB,,K.R.Market-K.R.Market,"MCTC,Rajarajeshwari nagar,Kengeri circle,Uttarahalli,Konanakunte cross,Banashankari",3,,F53333,FFFFFF,1,,,,219:K.R.Market-K.R.Market
220A ,BMTCB,,K R Market -Dubasipalya ,,3,,F53333,FFFFFF,1,,,,220A :K R Market -Dubasipalya 
220D ,BMTCB,,K R Market -Doddabele ,,3,,F53333,FFFFFF,1,,,,220D :K R Market -Doddabele 
220G ,BMTCB,,K R Market -FCI Colony ,,3,,F53333,FFFFFF,1,,,,220G :K R Market -FCI Colony 
221,BMTCB,,K R Market -Gulagunjanahalli ,,3,,F53333,FFFFFF,1,,,,221:K R Market -Gulagunjanahalli 
221B ,BMTCB,,K R Market -Thavarekere (Magadi Road) ,,3,,F53333,FFFFFF,1,,,,221B :K R Market -Thavarekere (Magadi Road) 
221C ,BMTCB,,K R Market -Doddabasti ,,3,,F53333,FFFFFF,1,,,,221C :K R Market -Doddabasti 
221D ,BMTCB,,K R Market -Beedi Karmikara Layout ,,3,,F53333,FFFFFF,1,,,,221D :K R Market -Beedi Karmikara Layout 
221E ,BMTCB,,K R Market -Ramasandra ,,3,,F53333,FFFFFF,1,,,,221E :K R Market -Ramasandra 
221F ,BMTCB,,Kempegowda Bus Station -Hunasemaradapalya ,,3,,F53333,FFFFFF,1,,,,221F :Kempegowda Bus Station -Hunasemaradapalya 
221G ,BMTCB,,Kempegowda Bus Station -Beedi Karmikara Layout ,,3,,F53333,FFFFFF,1,,,,221G :Kempegowda Bus Station -Beedi Karmikara Layout 
221J ,BMTCB,,K R Market -Thavarekere (Magadi Road) ,,3,,F53333,FFFFFF,1,,,,221J :K R Market -Thavarekere (Magadi Road) 
221K ,BMTCB,,K R Market -Kommaghatta ,,3,,F53333,FFFFFF,1,,,,221K :K R Market -Kommaghatta 
222,BMTCB,,K R Market -Kengeri Satellite Town ,,3,,F53333,FFFFFF,1,,,,222:K R Market -Kengeri Satellite Town 
222A ,BMTCB,,Kempegowda Bus Station -Kengeri Satellite Town ,,3,,F53333,FFFFFF,1,,,,222A :Kempegowda Bus Station -Kengeri Satellite Town 
222D ,BMTCB,,K R Market -Kengeri Satellite Town ,,3,,F53333,FFFFFF,1,,,,222D :K R Market -Kengeri Satellite Town 
222E ,BMTCB,,Shivajinagar -Kengeri Satellite Town ,,3,,F53333,FFFFFF,1,,,,222E :Shivajinagar -Kengeri Satellite Town 
222F ,BMTCB,,Kempegowda Bus Station -Kengeri Housing Board Quarters ,,3,,F53333,FFFFFF,1,,,,222F :Kempegowda Bus Station -Kengeri Housing Board Quarters 
222G ,BMTCB,,Jayanagar 4th block -Kengeri Satellite Town ,,3,,F53333,FFFFFF,1,,,,222G :Jayanagar 4th block -Kengeri Satellite Town 
222J ,BMTCB,,K R Market -Bandemutt ,,3,,F53333,FFFFFF,1,,,,222J :K R Market -Bandemutt 
222M,BMTCB,,Banashankari-Kengeri-Tavarekere,,3,,F53333,FFFFFF,1,,,,222M:Banashankari-Kengeri-Tavarekere
223,BMTCB,,K R Market -Mallathahalli ,,3,,F53333,FFFFFF,1,,,,223:K R Market -Mallathahalli 
223A ,BMTCB,,Shivajinagar -Doddabasti ,,3,,F53333,FFFFFF,1,,,,223A :Shivajinagar -Doddabasti 
223B ,BMTCB,,Shivajinagar -Mallathahalli ,,3,,F53333,FFFFFF,1,,,,223B :Shivajinagar -Mallathahalli 
223D ,BMTCB,,K R Market -Doddabasti ,,3,,F53333,FFFFFF,1,,,,223D :K R Market -Doddabasti 
223E ,BMTCB,,K R Market -Ramasandra ,,3,,F53333,FFFFFF,1,,,,223E :K R Market -Ramasandra 
223F ,BMTCB,,K R Market -Sulikere ,,3,,F53333,FFFFFF,1,,,,223F :K R Market -Sulikere 
223G ,BMTCB,,K R Market -Doddabasti ,,3,,F53333,FFFFFF,1,,,,223G :K R Market -Doddabasti 
223J ,BMTCB,,Bommanahalli -Doddabasti ,,3,,F53333,FFFFFF,1,,,,223J :Bommanahalli -Doddabasti 
223K ,BMTCB,,HAL Main Gate -Doddabasti ,,3,,F53333,FFFFFF,1,,,,223K :HAL Main Gate -Doddabasti 
223L ,BMTCB,,K R Market -Maruthinagar (Mysore Road) ,,3,,F53333,FFFFFF,1,,,,223L :K R Market -Maruthinagar (Mysore Road) 
223M ,BMTCB,,Shivajinagar -Mallathahalli ,,3,,F53333,FFFFFF,1,,,,223M :Shivajinagar -Mallathahalli 
223N ,BMTCB,,K R Market -Jnanajyothinagar 2nd Stage ,,3,,F53333,FFFFFF,1,,,,223N :K R Market -Jnanajyothinagar 2nd Stage 
224,BMTCB,,K R Market -Karabele ,,3,,F53333,FFFFFF,1,,,,224:K R Market -Karabele 
224D ,BMTCB,,K R Market -Doddipalya ,,3,,F53333,FFFFFF,1,,,,224D :K R Market -Doddipalya 
225,BMTCB,,K R Market -Channasandra (Uttarahalli Road) ,,3,,F53333,FFFFFF,1,,,,225:K R Market -Channasandra (Uttarahalli Road) 
225A ,BMTCB,,K R Market -Srinivasapura (Uttarahalli Road) ,,3,,F53333,FFFFFF,1,,,,225A :K R Market -Srinivasapura (Uttarahalli Road) 
225B ,BMTCB,,Jayanagar 9th Block -BEML 5th Stage ,,3,,F53333,FFFFFF,1,,,,225B :Jayanagar 9th Block -BEML 5th Stage 
225C ,BMTCB,,Kempegowda Bus Station -BEML 5th Stage ,,3,,F53333,FFFFFF,1,,,,225C :Kempegowda Bus Station -BEML 5th Stage 
225D ,BMTCB,,Kempegowda Bus Station -Channasandra (Uttarahalli Road) ,,3,,F53333,FFFFFF,1,,,,225D :Kempegowda Bus Station -Channasandra (Uttarahalli Road) 
225E ,BMTCB,,Bangalore Childrens Hospital -Yeshwanthpur Regulated Market ,,3,,F53333,FFFFFF,1,,,,225E :Bangalore Childrens Hospital -Yeshwanthpur Regulated Market 
225F ,BMTCB,,K R Market -Ganakal ,,3,,F53333,FFFFFF,1,,,,225F :K R Market -Ganakal 
225G ,BMTCB,,K R Market -Bangarappanagar ,,3,,F53333,FFFFFF,1,,,,225G :K R Market -Bangarappanagar 
225H ,BMTCB,,Kempegowda Bus Station -BEML 5th Stage ,,3,,F53333,FFFFFF,1,,,,225H :Kempegowda Bus Station -BEML 5th Stage 
225J ,BMTCB,,Kempegowda Bus Station -Shakthi Resorts ,,3,,F53333,FFFFFF,1,,,,225J :Kempegowda Bus Station -Shakthi Resorts 
225K ,BMTCB,,K R Market -BHEL Layout (Bangalore University) ,,3,,F53333,FFFFFF,1,,,,225K :K R Market -BHEL Layout (Bangalore University) 
225S ,BMTCB,,Shanthinagar Bus Station -Shanthinagar Bus Station ,,3,,F53333,FFFFFF,1,,,,225S :Shanthinagar Bus Station -Shanthinagar Bus Station 
226,BMTCB,,K R Market -Billakempanahalli ,,3,,F53333,FFFFFF,1,,,,226:K R Market -Billakempanahalli 
226A ,BMTCB,,Kempegowda Bus Station -Hampapura ,,3,,F53333,FFFFFF,1,,,,226A :Kempegowda Bus Station -Hampapura 
226B ,BMTCB,,K R Market -Hampapura ,,3,,F53333,FFFFFF,1,,,,226B :K R Market -Hampapura 
226C ,BMTCB,,K R Market -Thimmappanapalya ,,3,,F53333,FFFFFF,1,,,,226C :K R Market -Thimmappanapalya 
226D ,BMTCB,,K R Market -Vajarahalli ,,3,,F53333,FFFFFF,1,,,,226D :K R Market -Vajarahalli 
226E ,BMTCB,,K R Market -Channegowdanadoddi ,,3,,F53333,FFFFFF,1,,,,226E :K R Market -Channegowdanadoddi 
226F ,BMTCB,,K R Market -Bidadi ,,3,,F53333,FFFFFF,1,,,,226F :K R Market -Bidadi 
226G ,BMTCB,,Shivajinagar -Bidadi ,,3,,F53333,FFFFFF,1,,,,226G :Shivajinagar -Bidadi 
226J ,BMTCB,,Kempegowda Bus Station -Hakki Pikki Colony (Mysore Road) ,,3,,F53333,FFFFFF,1,,,,226J :Kempegowda Bus Station -Hakki Pikki Colony (Mysore Road) 
226K ,BMTCB,,K R Market -Shanumangala ,,3,,F53333,FFFFFF,1,,,,226K :K R Market -Shanumangala 
226L ,BMTCB,,K R Market -Hakki Pikki Colony (Mysore Road) ,,3,,F53333,FFFFFF,1,,,,226L :K R Market -Hakki Pikki Colony (Mysore Road) 
226M ,BMTCB,,K R Market -Bidadi ,,3,,F53333,FFFFFF,1,,,,226M :K R Market -Bidadi 
226N ,BMTCB,,Kempegowda Bus Station -Bidadi ,,3,,F53333,FFFFFF,1,,,,226N :Kempegowda Bus Station -Bidadi 
226P ,BMTCB,,K R Market -M Karenahalli ,,3,,F53333,FFFFFF,1,,,,226P :K R Market -M Karenahalli 
226W,BMTCB,,Banashankari-Bidadi,,3,,F53333,FFFFFF,1,,,,226W:Banashankari-Bidadi
227,BMTCB,,K R Market -Chunchanakuppe ,,3,,F53333,FFFFFF,1,,,,227:K R Market -Chunchanakuppe 
227A ,BMTCB,,K R Market -Mayasandra (Mysore Road) ,,3,,F53333,FFFFFF,1,,,,227A :K R Market -Mayasandra (Mysore Road) 
227B ,BMTCB,,K R Market -Thavarekere (Magadi Road) ,,3,,F53333,FFFFFF,1,,,,227B :K R Market -Thavarekere (Magadi Road) 
227C ,BMTCB,,K R Market -Bheemanakuppe ,,3,,F53333,FFFFFF,1,,,,227C :K R Market -Bheemanakuppe 
227D ,BMTCB,,K R Market -Uddanahalli ,,3,,F53333,FFFFFF,1,,,,227D :K R Market -Uddanahalli 
227E ,BMTCB,,K R Market -Huluvenahalli ,,3,,F53333,FFFFFF,1,,,,227E :K R Market -Huluvenahalli 
227F ,BMTCB,,K R Market -Chikkanahalli ,,3,,F53333,FFFFFF,1,,,,227F :K R Market -Chikkanahalli 
227G ,BMTCB,,K R Market -Subbarayappanapalya ,,3,,F53333,FFFFFF,1,,,,227G :K R Market -Subbarayappanapalya 
227H ,BMTCB,,K R Market -Kurubarapalya ,,3,,F53333,FFFFFF,1,,,,227H :K R Market -Kurubarapalya 
227J ,BMTCB,,K R Market -Maligondanahalli ,,3,,F53333,FFFFFF,1,,,,227J :K R Market -Maligondanahalli 
227K ,BMTCB,,K R Market -Basammanahalli ,,3,,F53333,FFFFFF,1,,,,227K :K R Market -Basammanahalli 
227L ,BMTCB,,K R Market -Allammanapalya ,,3,,F53333,FFFFFF,1,,,,227L :K R Market -Allammanapalya 
227M ,BMTCB,,K R Market -Magadi ,,3,,F53333,FFFFFF,1,,,,227M :K R Market -Magadi 
227N ,BMTCB,,K R Market -Punugumaranahalli ,,3,,F53333,FFFFFF,1,,,,227N :K R Market -Punugumaranahalli 
227P ,BMTCB,,Kempegowda Bus Station -Hunnigere (Mysore Road) ,,3,,F53333,FFFFFF,1,,,,227P :Kempegowda Bus Station -Hunnigere (Mysore Road) 
227Q ,BMTCB,,K R Market -Doddamarammanahalli ,,3,,F53333,FFFFFF,1,,,,227Q :K R Market -Doddamarammanahalli 
227R ,BMTCB,,K R Market -Bylalu (Chunchanakuppe) ,,3,,F53333,FFFFFF,1,,,,227R :K R Market -Bylalu (Chunchanakuppe) 
227S ,BMTCB,,K R Market -Gollahalli (Mysore Road) ,,3,,F53333,FFFFFF,1,,,,227S :K R Market -Gollahalli (Mysore Road) 
227T ,BMTCB,,K R Market -CK Tandya ,,3,,F53333,FFFFFF,1,,,,227T :K R Market -CK Tandya 
227U ,BMTCB,,K R Market -Agalahalli ,,3,,F53333,FFFFFF,1,,,,227U :K R Market -Agalahalli 
227V ,BMTCB,,K R Market -Chokkanahalli (Mysore Road) ,,3,,F53333,FFFFFF,1,,,,227V :K R Market -Chokkanahalli (Mysore Road) 
227W ,BMTCB,,K R Market -Avarehalli ,,3,,F53333,FFFFFF,1,,,,227W :K R Market -Avarehalli 
228,BMTCB,,K R Market -Gonipura ,,3,,F53333,FFFFFF,1,,,,228:K R Market -Gonipura 
228A ,BMTCB,,K R Market -Parasanapalya ,,3,,F53333,FFFFFF,1,,,,228A :K R Market -Parasanapalya 
228B ,BMTCB,,K R Market -Thittahalli ,,3,,F53333,FFFFFF,1,,,,228B :K R Market -Thittahalli 
228C ,BMTCB,,K R Market -Doddakuntanahalli ,,3,,F53333,FFFFFF,1,,,,228C :K R Market -Doddakuntanahalli 
228D ,BMTCB,,K R Market -Kaggalipura ,,3,,F53333,FFFFFF,1,,,,228D :K R Market -Kaggalipura 
228E ,BMTCB,,K R Market -Tippur ,,3,,F53333,FFFFFF,1,,,,228E :K R Market -Tippur 
228F ,BMTCB,,K R Market -Chikkakuntanahalli ,,3,,F53333,FFFFFF,1,,,,228F :K R Market -Chikkakuntanahalli 
228G ,BMTCB,,K R Market -Kenchanapalya ,,3,,F53333,FFFFFF,1,,,,228G :K R Market -Kenchanapalya 
229,BMTCB,,K R Market -Gaviyanapalya ,,3,,F53333,FFFFFF,1,,,,229:K R Market -Gaviyanapalya 
230,BMTCB,,K R Market -Byrohalli ,,3,,F53333,FFFFFF,1,,,,230:K R Market -Byrohalli 
230A ,BMTCB,,K R Market -Bettanapalya ,,3,,F53333,FFFFFF,1,,,,230A :K R Market -Bettanapalya 
231,BMTCB,,K R Market -Dodderi ,,3,,F53333,FFFFFF,1,,,,231:K R Market -Dodderi 
231A ,BMTCB,,K R Market -Avaragere ,,3,,F53333,FFFFFF,1,,,,231A :K R Market -Avaragere 
231B ,BMTCB,,K R Market -Bannikuppe ,,3,,F53333,FFFFFF,1,,,,231B :K R Market -Bannikuppe 
231C ,BMTCB,,K R Market -Muthurayanagudipalya ,,3,,F53333,FFFFFF,1,,,,231C :K R Market -Muthurayanagudipalya 
231D ,BMTCB,,K R Market -Bettanagere (Mysore Road) ,,3,,F53333,FFFFFF,1,,,,231D :K R Market -Bettanagere (Mysore Road) 
231E ,BMTCB,,K R Market -Ganakal ,,3,,F53333,FFFFFF,1,,,,231E :K R Market -Ganakal 
231F ,BMTCB,,K R Market -Kakaramanahalli ,,3,,F53333,FFFFFF,1,,,,231F :K R Market -Kakaramanahalli 
231G ,BMTCB,,K R Market -Kempadyapanahalli ,,3,,F53333,FFFFFF,1,,,,231G :K R Market -Kempadyapanahalli 
231H ,BMTCB,,K R Market -Dyavalingayyanapalya ,,3,,F53333,FFFFFF,1,,,,231H :K R Market -Dyavalingayyanapalya 
231J ,BMTCB,,K R Market -Guddadahalli Dinne (Bidadi) ,,3,,F53333,FFFFFF,1,,,,231J :K R Market -Guddadahalli Dinne (Bidadi) 
234,BMTCB,,K R Market -Managanahalli ,,3,,F53333,FFFFFF,1,,,,234:K R Market -Managanahalli 
234A ,BMTCB,,K R Market -Ullal Satellite Town ,,3,,F53333,FFFFFF,1,,,,234A :K R Market -Ullal Satellite Town 
234B ,BMTCB,,Ullal Satellite Town -Marathahalli,,3,,F53333,FFFFFF,1,,,,234B :Ullal Satellite Town -Marathahalli
234E ,BMTCB,,Kempegowda Bus Station -Ullal Satellite Town ,,3,,F53333,FFFFFF,1,,,,234E :Kempegowda Bus Station -Ullal Satellite Town 
235,BMTCB,,Kempegowda Bus Station -Jnana Bharathi ,,3,,F53333,FFFFFF,1,,,,235:Kempegowda Bus Station -Jnana Bharathi 
235A ,BMTCB,,K R Market -Nagarabhavi Village ,,3,,F53333,FFFFFF,1,,,,235A :K R Market -Nagarabhavi Village 
235B ,BMTCB,,Kempegowda Bus Station -Doddabasti ,,3,,F53333,FFFFFF,1,,,,235B :Kempegowda Bus Station -Doddabasti 
235C ,BMTCB,,Kempegowda Bus Station -Government Suburban Press ,,3,,F53333,FFFFFF,1,,,,235C :Kempegowda Bus Station -Government Suburban Press 
235D ,BMTCB,,Kempegowda Bus Station -Ramasandra ,,3,,F53333,FFFFFF,1,,,,235D :Kempegowda Bus Station -Ramasandra 
235E ,BMTCB,,Kempegowda Bus Station -Papareddypalya ,,3,,F53333,FFFFFF,1,,,,235E :Kempegowda Bus Station -Papareddypalya 
235F ,BMTCB,,Kempegowda Bus Station -Sports Authority of India ,,3,,F53333,FFFFFF,1,,,,235F :Kempegowda Bus Station -Sports Authority of India 
235G ,BMTCB,,Jayanagar 9th Block -Mallathahalli ,,3,,F53333,FFFFFF,1,,,,235G :Jayanagar 9th Block -Mallathahalli 
235H ,BMTCB,,Jayanagar 9th Block -Bandemaramma Temple ,,3,,F53333,FFFFFF,1,,,,235H :Jayanagar 9th Block -Bandemaramma Temple 
235J ,BMTCB,,Yeshwanthpur -Bharath Housing Layout ,,3,,F53333,FFFFFF,1,,,,235J :Yeshwanthpur -Bharath Housing Layout 
235K ,BMTCB,,Kempegowda Bus Station -Doddabasti ,,3,,F53333,FFFFFF,1,,,,235K :Kempegowda Bus Station -Doddabasti 
235L ,BMTCB,,K R Market -ITI Layout (Papareddypalya) ,,3,,F53333,FFFFFF,1,,,,235L :K R Market -ITI Layout (Papareddypalya) 
236,BMTCB,,Kengeri Satellite Town -Peenya 2nd Stage ,,3,,F53333,FFFFFF,1,,,,236:Kengeri Satellite Town -Peenya 2nd Stage 
237,BMTCB,,K R Market -Srinivasanagar (Magadi Road) ,,3,,F53333,FFFFFF,1,,,,237:K R Market -Srinivasanagar (Magadi Road) 
237A ,BMTCB,,Kempegowda Bus Station -Srinivasanagar (Magadi Road) ,,3,,F53333,FFFFFF,1,,,,237A :Kempegowda Bus Station -Srinivasanagar (Magadi Road) 
238,BMTCB,,Kempegowda Bus Station -Nrupathunganagar ,,3,,F53333,FFFFFF,1,,,,238:Kempegowda Bus Station -Nrupathunganagar 
238A ,BMTCB,,Kempegowda Bus Station -Nagarabhavi Village ,,3,,F53333,FFFFFF,1,,,,238A :Kempegowda Bus Station -Nagarabhavi Village 
238B ,BMTCB,,Nrupathunganagar -Vijayanagar ,,3,,F53333,FFFFFF,1,,,,238B :Nrupathunganagar -Vijayanagar 
238C ,BMTCB,,Kempegowda Bus Station -Nagarabhavi 5th Block ,,3,,F53333,FFFFFF,1,,,,238C :Kempegowda Bus Station -Nagarabhavi 5th Block 
238D ,BMTCB,,K R Market -Nrupathunganagar ,,3,,F53333,FFFFFF,1,,,,238D :K R Market -Nrupathunganagar 
238F ,BMTCB,,Nagarabhavi 1st Stage 3rd Block -Malleswaram 18th Cross ,,3,,F53333,FFFFFF,1,,,,238F :Nagarabhavi 1st Stage 3rd Block -Malleswaram 18th Cross 
238G ,BMTCB,,Nrupathunganagar -Malleswaram 18th Cross ,,3,,F53333,FFFFFF,1,,,,238G :Nrupathunganagar -Malleswaram 18th Cross 
238H ,BMTCB,,Kempegowda Bus Station -Kempegowda Bus Station ,,3,,F53333,FFFFFF,1,,,,238H :Kempegowda Bus Station -Kempegowda Bus Station 
238J ,BMTCB,,ISRO Layout -Nagarabhavi 1st Stage ,,3,,F53333,FFFFFF,1,,,,238J :ISRO Layout -Nagarabhavi 1st Stage 
238K ,BMTCB,,K R Market -Bandemaramma Temple ,,3,,F53333,FFFFFF,1,,,,238K :K R Market -Bandemaramma Temple 
238M ,BMTCB,,Mallathahalli -Yeshwanthpur ,,3,,F53333,FFFFFF,1,,,,238M :Mallathahalli -Yeshwanthpur 
238R ,BMTCB,,Vijayanagar -Vijayanagar ,,3,,F53333,FFFFFF,1,,,,238R :Vijayanagar -Vijayanagar 
239A ,BMTCB,,Shivajinagar -BEML 5th Stage ,,3,,F53333,FFFFFF,1,,,,239A :Shivajinagar -BEML 5th Stage 
239B ,BMTCB,,Shivajinagar -Bangalore Childrens Hospital ,,3,,F53333,FFFFFF,1,,,,239B :Shivajinagar -Bangalore Childrens Hospital 
239C ,BMTCB,,Kempegowda Bus Station -Bangalore Childrens Hospital ,,3,,F53333,FFFFFF,1,,,,239C :Kempegowda Bus Station -Bangalore Childrens Hospital 
239D ,BMTCB,,Shivajinagar -Bangarappanagar ,,3,,F53333,FFFFFF,1,,,,239D :Shivajinagar -Bangarappanagar 
240,BMTCB,,K R Market -Machohalli ,,3,,F53333,FFFFFF,1,,,,240:K R Market -Machohalli 
240A ,BMTCB,,Shivajinagar -Machohalli ,,3,,F53333,FFFFFF,1,,,,240A :Shivajinagar -Machohalli 
240B ,BMTCB,,Kempegowda Bus Station -Vigneshwaranagar ,,3,,F53333,FFFFFF,1,,,,240B :Kempegowda Bus Station -Vigneshwaranagar 
240C ,BMTCB,,K R Market -Kachohalli ,,3,,F53333,FFFFFF,1,,,,240C :K R Market -Kachohalli 
240D ,BMTCB,,Kempegowda Bus Station -Sunkadakatte ,,3,,F53333,FFFFFF,1,,,,240D :Kempegowda Bus Station -Sunkadakatte 
240E ,BMTCB,,K R Market -Bylakonenahalli ,,3,,F53333,FFFFFF,1,,,,240E :K R Market -Bylakonenahalli 
240F ,BMTCB,,K R Market -Nelamangala ,,3,,F53333,FFFFFF,1,,,,240F :K R Market -Nelamangala 
240G ,BMTCB,,K R Market -Mahadeshwaranagar ,,3,,F53333,FFFFFF,1,,,,240G :K R Market -Mahadeshwaranagar 
240H ,BMTCB,,K R Market -G Hosahalli ,,3,,F53333,FFFFFF,1,,,,240H :K R Market -G Hosahalli 
240J ,BMTCB,,K R Market -Chikkamaskalgrama ,,3,,F53333,FFFFFF,1,,,,240J :K R Market -Chikkamaskalgrama 
240K ,BMTCB,,K R Market -Biskur ,,3,,F53333,FFFFFF,1,,,,240K :K R Market -Biskur 
240L ,BMTCB,,K R Market -Bharathnagar ,,3,,F53333,FFFFFF,1,,,,240L :K R Market -Bharathnagar 
240N ,BMTCB,,K R Market -Heligehalli Colony ,,3,,F53333,FFFFFF,1,,,,240N :K R Market -Heligehalli Colony 
240P,BMTCB,,Sunkadgatte-Jayanagar 9th block,,3,,F53333,FFFFFF,1,,,,240P:Sunkadgatte-Jayanagar 9th block
241B ,BMTCB,,Kempegowda Bus Station -Kenchanapura ,,3,,F53333,FFFFFF,1,,,,241B :Kempegowda Bus Station -Kenchanapura 
241C ,BMTCB,,K R Market -Kodigehalli (Magadi Road) ,,3,,F53333,FFFFFF,1,,,,241C :K R Market -Kodigehalli (Magadi Road) 
241D ,BMTCB,,Kempegowda Bus Station -Bharathnagar ,,3,,F53333,FFFFFF,1,,,,241D :Kempegowda Bus Station -Bharathnagar 
241E ,BMTCB,,Magadi Road Toll Gate -Gollarahatti ,,3,,F53333,FFFFFF,1,,,,241E :Magadi Road Toll Gate -Gollarahatti 
241G ,BMTCB,,K R Market -Seegehalli (Magadi Road) ,,3,,F53333,FFFFFF,1,,,,241G :K R Market -Seegehalli (Magadi Road) 
241,BMTCB,,K R Market -Kenchanapura ,,3,,F53333,FFFFFF,1,,,,241:K R Market -Kenchanapura 
241M ,BMTCB,,K R Market -Savanadurga ,,3,,F53333,FFFFFF,1,,,,241M :K R Market -Savanadurga 
242,BMTCB,,K R Market -Thavarekere (Magadi Road) ,,3,,F53333,FFFFFF,1,,,,242:K R Market -Thavarekere (Magadi Road) 
242A ,BMTCB,,Kempegowda Bus Station -Kamakshipalya ,,3,,F53333,FFFFFF,1,,,,242A :Kempegowda Bus Station -Kamakshipalya 
242B ,BMTCB,,Kempegowda Bus Station -Thavarekere (Magadi Road) ,,3,,F53333,FFFFFF,1,,,,242B :Kempegowda Bus Station -Thavarekere (Magadi Road) 
