route_id,agency_id,route_short_name,route_name,route_desc,route_type,route_url,route_color,route_text_color,dummy,Frequency/Timings source,Frequency timings destination,Comments,route_long_name
291C ,BMTCB,,Shivajinagar -Kadugondanahalli Police Station ,,3,,F53333,FFFFFF,1,,,,291C :Shivajinagar -Kadugondanahalli Police Station 
291D ,BMTCB,,Shivajinagar -Yelahanka ,,3,,F53333,FFFFFF,1,,,,291D :Shivajinagar -Yelahanka 
291G ,BMTCB,,Shivajinagar -Govindapura (Nagavara) ,,3,,F53333,FFFFFF,1,,,,291G :Shivajinagar -Govindapura (Nagavara) 
291H ,BMTCB,,Kempegowda Bus Station -Ramakrishna Hegde Nagar ,,3,,F53333,FFFFFF,1,,,,291H :Kempegowda Bus Station -Ramakrishna Hegde Nagar 
291J ,BMTCB,,K R Market -Nagavara ,,3,,F53333,FFFFFF,1,,,,291J :K R Market -Nagavara 
291K ,BMTCB,,Shivajinagar -Rajanakunte (Bellary Road) ,,3,,F53333,FFFFFF,1,,,,291K :Shivajinagar -Rajanakunte (Bellary Road) 
291M ,BMTCB,,Kempegowda Bus Station -Govindapura (Nagavara) ,,3,,F53333,FFFFFF,1,,,,291M :Kempegowda Bus Station -Govindapura (Nagavara) 
291N ,BMTCB,,K R Market -Govindapura (Nagavara) ,,3,,F53333,FFFFFF,1,,,,291N :K R Market -Govindapura (Nagavara) 
292,BMTCB,,K R Market -Nagaresha Nagenahalli ,,3,,F53333,FFFFFF,1,,,,292:K R Market -Nagaresha Nagenahalli 
292B ,BMTCB,,Kempegowda Bus Station -Nagaresha Nagenahalli ,,3,,F53333,FFFFFF,1,,,,292B :Kempegowda Bus Station -Nagaresha Nagenahalli 
292C ,BMTCB,,Kempegowda Bus Station -K Narayanapura ,,3,,F53333,FFFFFF,1,,,,292C :Kempegowda Bus Station -K Narayanapura 
293,BMTCB,,K R Market -Razakpalya ,,3,,F53333,FFFFFF,1,,,,293:K R Market -Razakpalya 
293A ,BMTCB,,K R Market -Horamavu Agara ,,3,,F53333,FFFFFF,1,,,,293A :K R Market -Horamavu Agara 
293B ,BMTCB,,K R Market -Bande Bommasandra ,,3,,F53333,FFFFFF,1,,,,293B :K R Market -Bande Bommasandra 
293C ,BMTCB,,K R Market -K Narayanapura ,,3,,F53333,FFFFFF,1,,,,293C :K R Market -K Narayanapura 
293D ,BMTCB,,K R Market -Singahalli ,,3,,F53333,FFFFFF,1,,,,293D :K R Market -Singahalli 
293E ,BMTCB,,K R Market -Muthugadahalli (Hennur) ,,3,,F53333,FFFFFF,1,,,,293E :K R Market -Muthugadahalli (Hennur) 
293F ,BMTCB,,K R Market -Kadayarappanahalli ,,3,,F53333,FFFFFF,1,,,,293F :K R Market -Kadayarappanahalli 
293G ,BMTCB,,Shivajinagar -Yarappanahalli ,,3,,F53333,FFFFFF,1,,,,293G :Shivajinagar -Yarappanahalli 
293H ,BMTCB,,Kempegowda Bus Station -Dasanayakanahalli ,,3,,F53333,FFFFFF,1,,,,293H :Kempegowda Bus Station -Dasanayakanahalli 
293J ,BMTCB,,K R Market -Marasur (Lingarajapura) ,,3,,F53333,FFFFFF,1,,,,293J :K R Market -Marasur (Lingarajapura) 
294,BMTCB,,K R Market -Bilesevale ,,3,,F53333,FFFFFF,1,,,,294:K R Market -Bilesevale 
294A ,BMTCB,,K R Market -Kadasonnappanahalli ,,3,,F53333,FFFFFF,1,,,,294A :K R Market -Kadasonnappanahalli 
294B ,BMTCB,,Kempegowda Bus Station -Jyothinagar ,,3,,F53333,FFFFFF,1,,,,294B :Kempegowda Bus Station -Jyothinagar 
294C ,BMTCB,,Shivajinagar -Horamavu Agara ,,3,,F53333,FFFFFF,1,,,,294C :Shivajinagar -Horamavu Agara 
294D ,BMTCB,,K R Market -Anagalipura ,,3,,F53333,FFFFFF,1,,,,294D :K R Market -Anagalipura 
294E ,BMTCB,,Kempegowda Bus Station -Bilesevale ,,3,,F53333,FFFFFF,1,,,,294E :Kempegowda Bus Station -Bilesevale 
295,BMTCB,,K R Market -Doddagubbi ,,3,,F53333,FFFFFF,1,,,,295:K R Market -Doddagubbi 
295A ,BMTCB,,Kempegowda Bus Station -Doddagubbi ,,3,,F53333,FFFFFF,1,,,,295A :Kempegowda Bus Station -Doddagubbi 
295B ,BMTCB,,Kempegowda Bus Station -Kalyananagar ,,3,,F53333,FFFFFF,1,,,,295B :Kempegowda Bus Station -Kalyananagar 
295C ,BMTCB,,Shivajinagar -Doddagubbi ,,3,,F53333,FFFFFF,1,,,,295C :Shivajinagar -Doddagubbi 
296,BMTCB,,Shivajinagar -Hennur Cross ,,3,,F53333,FFFFFF,1,,,,296:Shivajinagar -Hennur Cross 
296A ,BMTCB,,Kempegowda Bus Station -Yarappanahalli ,,3,,F53333,FFFFFF,1,,,,296A :Kempegowda Bus Station -Yarappanahalli 
296B ,BMTCB,,Kempegowda Bus Station -HBR Layout 5th Block ,,3,,F53333,FFFFFF,1,,,,296B :Kempegowda Bus Station -HBR Layout 5th Block 
296C ,BMTCB,,Kempegowda Bus Station -Kalyananagar ,,3,,F53333,FFFFFF,1,,,,296C :Kempegowda Bus Station -Kalyananagar 
296D ,BMTCB,,Shivajinagar -Hennur Cross ,,3,,F53333,FFFFFF,1,,,,296D :Shivajinagar -Hennur Cross 
296E ,BMTCB,,Shivajinagar -Kammanahalli ,,3,,F53333,FFFFFF,1,,,,296E :Shivajinagar -Kammanahalli 
296H ,BMTCB,,K R Market -HBR Layout 5th Block ,,3,,F53333,FFFFFF,1,,,,296H :K R Market -HBR Layout 5th Block 
296K ,BMTCB,,Shivajinagar -Yelahanka Satellite Town 4th Phase ,,3,,F53333,FFFFFF,1,,,,296K :Shivajinagar -Yelahanka Satellite Town 4th Phase 
296N ,BMTCB,,Kempegowda Bus Station -Kade Agrahara ,,3,,F53333,FFFFFF,1,,,,296N :Kempegowda Bus Station -Kade Agrahara 
296Q ,BMTCB,,Shivajinagar -HBR Layout 1st Block ,,3,,F53333,FFFFFF,1,,,,296Q :Shivajinagar -HBR Layout 1st Block 
296T ,BMTCB,,Kempegowda Bus Station -HBR Layout 1st Block ,,3,,F53333,FFFFFF,1,,,,296T :Kempegowda Bus Station -HBR Layout 1st Block 
297,BMTCB,,K R Market -Neragenahalli ,,3,,F53333,FFFFFF,1,,,,297:K R Market -Neragenahalli 
297A ,BMTCB,,K R Market -Hegganahalli (Bellary Road) ,,3,,F53333,FFFFFF,1,,,,297A :K R Market -Hegganahalli (Bellary Road) 
297B ,BMTCB,,K R Market -Devaganahalli ,,3,,F53333,FFFFFF,1,,,,297B :K R Market -Devaganahalli 
298,BMTCB,,K R Market -Kannamangala (Bellary Road) ,,3,,F53333,FFFFFF,1,,,,298:K R Market -Kannamangala (Bellary Road) 
298A ,BMTCB,,K R Market -Uganawadi ,,3,,F53333,FFFFFF,1,,,,298A :K R Market -Uganawadi 
298B ,BMTCB,,K R Market -Anneshwara ,,3,,F53333,FFFFFF,1,,,,298B :K R Market -Anneshwara 
298C ,BMTCB,,K R Market -Kempalinganapura ,,3,,F53333,FFFFFF,1,,,,298C :K R Market -Kempalinganapura 
298D ,BMTCB,,K R Market -Kannamangala (Bellary Road) ,,3,,F53333,FFFFFF,1,,,,298D :K R Market -Kannamangala (Bellary Road) 
298M ,BMTCB,,Kempegowda Bus Station -Devanahalli ,,3,,F53333,FFFFFF,1,,,,298M :Kempegowda Bus Station -Devanahalli 
298N ,BMTCB,,Kempegowda Bus Station -Sulibele ,,3,,F53333,FFFFFF,1,,,,298N :Kempegowda Bus Station -Sulibele 
299,BMTCB,,K R Market -Tarabanahalli (Bellary Road) ,,3,,F53333,FFFFFF,1,,,,299:K R Market -Tarabanahalli (Bellary Road) 
299E ,BMTCB,,K R Market -Gadenahalli ,,3,,F53333,FFFFFF,1,,,,299E :K R Market -Gadenahalli 
299M ,BMTCB,,K R Market -Koyira ,,3,,F53333,FFFFFF,1,,,,299M :K R Market -Koyira 
300,BMTCB,,Shivajinagar -Banasawadi ,,3,,F53333,FFFFFF,1,,,,300:Shivajinagar -Banasawadi 
300A ,BMTCB,,K R Market -B Channasandra ,,3,,F53333,FFFFFF,1,,,,300A :K R Market -B Channasandra 
300B ,BMTCB,,Kempegowda Bus Station -Banasawadi ,,3,,F53333,FFFFFF,1,,,,300B :Kempegowda Bus Station -Banasawadi 
300C ,BMTCB,,Kempegowda Bus Station -ITI Colony (K R Puram) ,,3,,F53333,FFFFFF,1,,,,300C :Kempegowda Bus Station -ITI Colony (K R Puram) 
300D ,BMTCB,,Shivajinagar -B Channasandra ,,3,,F53333,FFFFFF,1,,,,300D :Shivajinagar -B Channasandra 
300E ,BMTCB,,Shivajinagar -K R Puram ,,3,,F53333,FFFFFF,1,,,,300E :Shivajinagar -K R Puram 
300F ,BMTCB,,Shivajinagar -Ayyappanagar (K R Puram) ,,3,,F53333,FFFFFF,1,,,,300F :Shivajinagar -Ayyappanagar (K R Puram) 
300G ,BMTCB,,Hampinagar -Banasawadi ,,3,,F53333,FFFFFF,1,,,,300G :Hampinagar -Banasawadi 
300H ,BMTCB,,Kempegowda Bus Station -ITI Colony (K R Puram) ,,3,,F53333,FFFFFF,1,,,,300H :Kempegowda Bus Station -ITI Colony (K R Puram) 
300J ,BMTCB,,Shivajinagar -Kasturinagar ,,3,,F53333,FFFFFF,1,,,,300J :Shivajinagar -Kasturinagar 
300K ,BMTCB,,Shivajinagar -Sadaramangala ,,3,,F53333,FFFFFF,1,,,,300K :Shivajinagar -Sadaramangala 
300L ,BMTCB,,Shivajinagar -Kasturinagar ,,3,,F53333,FFFFFF,1,,,,300L :Shivajinagar -Kasturinagar 
300P ,BMTCB,,Shivajinagar -Kalyananagar ,,3,,F53333,FFFFFF,1,,,,300P :Shivajinagar -Kalyananagar 
300Q ,BMTCB,,Chikkalasandra -Banasawadi ,,3,,F53333,FFFFFF,1,,,,300Q :Chikkalasandra -Banasawadi 
301,BMTCB,,K R Market -Channasandra (Horamavu) ,,3,,F53333,FFFFFF,1,,,,301:K R Market -Channasandra (Horamavu) 
301A ,BMTCB,,K R Market -Banasawadi ,,3,,F53333,FFFFFF,1,,,,301A :K R Market -Banasawadi 
301D ,BMTCB,,Shivajinagar -Hosakote ,,3,,F53333,FFFFFF,1,,,,301D :Shivajinagar -Hosakote 
301E ,BMTCB,,Jayanagar 4th Block -ITI Colony (K R Puram) ,,3,,F53333,FFFFFF,1,,,,301E :Jayanagar 4th Block -ITI Colony (K R Puram) 
301F ,BMTCB,,Kempegowda Bus Station -Thambuchettypalya ,,3,,F53333,FFFFFF,1,,,,301F :Kempegowda Bus Station -Thambuchettypalya 
301R ,BMTCB,,Hebbal -Hosakote ,,3,,F53333,FFFFFF,1,,,,301R :Hebbal -Hosakote 
302,BMTCB,,Shivajinagar -Kammanahalli ,,3,,F53333,FFFFFF,1,,,,302:Shivajinagar -Kammanahalli 
302A ,BMTCB,,Kempegowda Bus Station -Babusabpalya ,,3,,F53333,FFFFFF,1,,,,302A :Kempegowda Bus Station -Babusabpalya 
302B ,BMTCB,,Kempegowda Bus Station -Kammanahalli ,,3,,F53333,FFFFFF,1,,,,302B :Kempegowda Bus Station -Kammanahalli 
302C ,BMTCB,,K R Market -Babusabpalya ,,3,,F53333,FFFFFF,1,,,,302C :K R Market -Babusabpalya 
302D ,BMTCB,,K R Market -Kalyananagar ,,3,,F53333,FFFFFF,1,,,,302D :K R Market -Kalyananagar 
302E ,BMTCB,,K R Market -Chellakere ,,3,,F53333,FFFFFF,1,,,,302E :K R Market -Chellakere 
302F ,BMTCB,,Kempegowda Bus Station -Kalyananagar ,,3,,F53333,FFFFFF,1,,,,302F :Kempegowda Bus Station -Kalyananagar 
302G ,BMTCB,,Shivajinagar -Junction of Horamavu Road ,,3,,F53333,FFFFFF,1,,,,302G :Shivajinagar -Junction of Horamavu Road 
302H ,BMTCB,,K R Market -Kammanahalli ,,3,,F53333,FFFFFF,1,,,,302H :K R Market -Kammanahalli 
302J ,BMTCB,,Shivajinagar -Chellakere Extension ,,3,,F53333,FFFFFF,1,,,,302J :Shivajinagar -Chellakere Extension 
302K ,BMTCB,,Kempegowda Bus Station -Lingarajapura KHB Colony ,,3,,F53333,FFFFFF,1,,,,302K :Kempegowda Bus Station -Lingarajapura KHB Colony 
302M ,BMTCB,,Shivajinagar -Lingarajapura KHB Colony ,,3,,F53333,FFFFFF,1,,,,302M :Shivajinagar -Lingarajapura KHB Colony 
302N ,BMTCB,,Kempegowda Bus Station -Kalyananagar ,,3,,F53333,FFFFFF,1,,,,302N :Kempegowda Bus Station -Kalyananagar 
303,BMTCB,,K R Market -Banasawadi ,,3,,F53333,FFFFFF,1,,,,303:K R Market -Banasawadi 
303A ,BMTCB,,Kempegowda Bus Station -Jayanthinagar ,,3,,F53333,FFFFFF,1,,,,303A :Kempegowda Bus Station -Jayanthinagar 
303B ,BMTCB,,K R Market -Horamavu Petrol Bunk ,,3,,F53333,FFFFFF,1,,,,303B :K R Market -Horamavu Petrol Bunk 
303C ,BMTCB,,Shivajinagar -Kalyananagar ,,3,,F53333,FFFFFF,1,,,,303C :Shivajinagar -Kalyananagar 
303D ,BMTCB,,Kempegowda Bus Station -Horamavu Petrol Bunk ,,3,,F53333,FFFFFF,1,,,,303D :Kempegowda Bus Station -Horamavu Petrol Bunk 
303E ,BMTCB,,K R Market -Horamavu ,,3,,F53333,FFFFFF,1,,,,303E :K R Market -Horamavu 
303F ,BMTCB,,Shivajinagar -Mariyamma Layout ,,3,,F53333,FFFFFF,1,,,,303F :Shivajinagar -Mariyamma Layout 
304,BMTCB,,K R Market -Arehalli (Whitefield) ,,3,,F53333,FFFFFF,1,,,,304:K R Market -Arehalli (Whitefield) 
304A ,BMTCB,,K R Market -Garudacharpalya ,,3,,F53333,FFFFFF,1,,,,304A :K R Market -Garudacharpalya 
304B ,BMTCB,,Kempegowda Bus Station -Hoodi ,,3,,F53333,FFFFFF,1,,,,304B :Kempegowda Bus Station -Hoodi 
304C ,BMTCB,,K R Market -Channasandra (Whitefield) ,,3,,F53333,FFFFFF,1,,,,304C :K R Market -Channasandra (Whitefield) 
304D ,BMTCB,,Shivajinagar -Medi Mallasandra ,,3,,F53333,FFFFFF,1,,,,304D :Shivajinagar -Medi Mallasandra 
304E ,BMTCB,,K R Market -Kalkunte Agrahara ,,3,,F53333,FFFFFF,1,,,,304E :K R Market -Kalkunte Agrahara 
304F ,BMTCB,,K R Market -AECS Layout (Kundalahalli) ,,3,,F53333,FFFFFF,1,,,,304F :K R Market -AECS Layout (Kundalahalli) 
304G ,BMTCB,,K R Market -Mahadevapura ,,3,,F53333,FFFFFF,1,,,,304G :K R Market -Mahadevapura 
304H ,BMTCB,,Kempegowda Bus Station -Arehalli (Whitefield) ,,3,,F53333,FFFFFF,1,,,,304H :Kempegowda Bus Station -Arehalli (Whitefield) 
304J ,BMTCB,,K R Market -Kalkunte Agrahara ,,3,,F53333,FFFFFF,1,,,,304J :K R Market -Kalkunte Agrahara 
304K ,BMTCB,,Kempegowda Bus Station -Kaverinagar (Whitefield) ,,3,,F53333,FFFFFF,1,,,,304K :Kempegowda Bus Station -Kaverinagar (Whitefield) 
304M ,BMTCB,,K R Market -Alambadi ,,3,,F53333,FFFFFF,1,,,,304M :K R Market -Alambadi 
305,BMTCB,,K R Market -Naduvarthi ,,3,,F53333,FFFFFF,1,,,,305:K R Market -Naduvarthi 
305A ,BMTCB,,K R Market -Bhattarahalli ,,3,,F53333,FFFFFF,1,,,,305A :K R Market -Bhattarahalli 
305B ,BMTCB,,K R Market -Makanahalli ,,3,,F53333,FFFFFF,1,,,,305B :K R Market -Makanahalli 
305C ,BMTCB,,Kempegowda Bus Station -Bisanahalli ,,3,,F53333,FFFFFF,1,,,,305C :Kempegowda Bus Station -Bisanahalli 
305D ,BMTCB,,Kempegowda Bus Station -Channasandra (Whitefield) ,,3,,F53333,FFFFFF,1,,,,305D :Kempegowda Bus Station -Channasandra (Whitefield) 
305E ,BMTCB,,K R Market -Kodihalli (Old Madras Road) ,,3,,F53333,FFFFFF,1,,,,305E :K R Market -Kodihalli (Old Madras Road) 
305F ,BMTCB,,K R Market -Naduvarthi Colony ,,3,,F53333,FFFFFF,1,,,,305F :K R Market -Naduvarthi Colony 
305G ,BMTCB,,K R Market -Devashettyhalli ,,3,,F53333,FFFFFF,1,,,,305G :K R Market -Devashettyhalli 
305H ,BMTCB,,Shivajinagar -Makanahalli ,,3,,F53333,FFFFFF,1,,,,305H :Shivajinagar -Makanahalli 
305J ,BMTCB,,K R Market -Hosakote ,,3,,F53333,FFFFFF,1,,,,305J :K R Market -Hosakote 
305K ,BMTCB,,Shivajinagar -Kattigenahalli ,,3,,F53333,FFFFFF,1,,,,305K :Shivajinagar -Kattigenahalli 
305L ,BMTCB,,Kempegowda Bus Station -Vaghatta ,,3,,F53333,FFFFFF,1,,,,305L :Kempegowda Bus Station -Vaghatta 
305M ,BMTCB,,Kempegowda Bus Station -Tarabanahalli (Naduvarthi) ,,3,,F53333,FFFFFF,1,,,,305M :Kempegowda Bus Station -Tarabanahalli (Naduvarthi) 
305N ,BMTCB,,K R Market -Kattigenahalli ,,3,,F53333,FFFFFF,1,,,,305N :K R Market -Kattigenahalli 
305P ,BMTCB,,K R Market -Bommanabande ,,3,,F53333,FFFFFF,1,,,,305P :K R Market -Bommanabande 
305Q ,BMTCB,,Kempegowda Bus Station -Pichaguntarahalli ,,3,,F53333,FFFFFF,1,,,,305Q :Kempegowda Bus Station -Pichaguntarahalli 
305R ,BMTCB,,K R Market -Dodda Dasarahalli ,,3,,F53333,FFFFFF,1,,,,305R :K R Market -Dodda Dasarahalli 
305S ,BMTCB,,Kempegowda Bus Station -Soukhya Hospital ,,3,,F53333,FFFFFF,1,,,,305S :Kempegowda Bus Station -Soukhya Hospital 
306,BMTCB,,K R Market -Devanagundi ,,3,,F53333,FFFFFF,1,,,,306:K R Market -Devanagundi 
306A ,BMTCB,,K R Market -Lingadheera Mallasandra ,,3,,F53333,FFFFFF,1,,,,306A :K R Market -Lingadheera Mallasandra 
306B ,BMTCB,,K R Market -Thindlu (Old Madras Road) ,,3,,F53333,FFFFFF,1,,,,306B :K R Market -Thindlu (Old Madras Road) 
306C ,BMTCB,,K R Market -Kanikal ,,3,,F53333,FFFFFF,1,,,,306C :K R Market -Kanikal 
306D ,BMTCB,,Kempegowda Bus Station -Devanagundi ,,3,,F53333,FFFFFF,1,,,,306D :Kempegowda Bus Station -Devanagundi 
306E ,BMTCB,,K R Market -Narayanakere ,,3,,F53333,FFFFFF,1,,,,306E :K R Market -Narayanakere 
306F ,BMTCB,,K R Market -Banarahalli ,,3,,F53333,FFFFFF,1,,,,306F :K R Market -Banarahalli 
306G ,BMTCB,,K R Market -Somalapura ,,3,,F53333,FFFFFF,1,,,,306G :K R Market -Somalapura 
306H ,BMTCB,,K R Market -Handenahalli (Old Madras Road) ,,3,,F53333,FFFFFF,1,,,,306H :K R Market -Handenahalli (Old Madras Road) 
306J ,BMTCB,,K R Market -Domlur (Old Madras Road) ,,3,,F53333,FFFFFF,1,,,,306J :K R Market -Domlur (Old Madras Road) 
306K ,BMTCB,,K R Market -D Hosahalli ,,3,,F53333,FFFFFF,1,,,,306K :K R Market -D Hosahalli 
306L ,BMTCB,,K R Market -Lingadheera Mallasandra ,,3,,F53333,FFFFFF,1,,,,306L :K R Market -Lingadheera Mallasandra 
306M ,BMTCB,,K R Market -Pura ,,3,,F53333,FFFFFF,1,,,,306M :K R Market -Pura 
306P ,BMTCB,,K R Market -Arasanahalli ,,3,,F53333,FFFFFF,1,,,,306P :K R Market -Arasanahalli 
307,BMTCB,,K R Market -Rampura ,,3,,F53333,FFFFFF,1,,,,307:K R Market -Rampura 
307A ,BMTCB,,K R Market -Veerenahalli ,,3,,F53333,FFFFFF,1,,,,307A :K R Market -Veerenahalli 
307B ,BMTCB,,K R Market -Kadugodi ,,3,,F53333,FFFFFF,1,,,,307B :K R Market -Kadugodi 
307C ,BMTCB,,K R Market -Dodda Banahalli ,,3,,F53333,FFFFFF,1,,,,307C :K R Market -Dodda Banahalli 
308,BMTCB,,K R Market -Gundoor ,,3,,F53333,FFFFFF,1,,,,308:K R Market -Gundoor 
308A ,BMTCB,,Kempegowda Bus Station -Gundoor ,,3,,F53333,FFFFFF,1,,,,308A :Kempegowda Bus Station -Gundoor 
309,BMTCB,,K R Market -Kaggadasapura ,,3,,F53333,FFFFFF,1,,,,309:K R Market -Kaggadasapura 
310,BMTCB,,Shivajinagar -K R Puram ,,3,,F53333,FFFFFF,1,,,,310:Shivajinagar -K R Puram 
310A ,BMTCB,,Shivajinagar -A Narayanapura ,,3,,F53333,FFFFFF,1,,,,310A :Shivajinagar -A Narayanapura 
310B ,BMTCB,,Vijayanagar -K R Puram ,,3,,F53333,FFFFFF,1,,,,310B :Vijayanagar -K R Puram 
310C ,BMTCB,,Shivajinagar -Udayanagar ,,3,,F53333,FFFFFF,1,,,,310C :Shivajinagar -Udayanagar 
310D ,BMTCB,,Shivajinagar -Naduvarthi ,,3,,F53333,FFFFFF,1,,,,310D :Shivajinagar -Naduvarthi 
311,BMTCB,,Shivajinagar -K R Puram ,,3,,F53333,FFFFFF,1,,,,311:Shivajinagar -K R Puram 
311A ,BMTCB,,Shivajinagar -Sadanandanagar ,,3,,F53333,FFFFFF,1,,,,311A :Shivajinagar -Sadanandanagar 
311C ,BMTCB,,Shivajinagar -Vijinapura ,,3,,F53333,FFFFFF,1,,,,311C :Shivajinagar -Vijinapura 
311E ,BMTCB,,Shivajinagar -Ayyappanagar (K R Puram) ,,3,,F53333,FFFFFF,1,,,,311E :Shivajinagar -Ayyappanagar (K R Puram) 
311F ,BMTCB,,Shivajinagar -K R Puram ,,3,,F53333,FFFFFF,1,,,,311F :Shivajinagar -K R Puram 
311H ,BMTCB,,Shivajinagar -Hoysalanagar ,,3,,F53333,FFFFFF,1,,,,311H :Shivajinagar -Hoysalanagar 
311J ,BMTCB,,Shivajinagar -Seegehalli (K R Puram) ,,3,,F53333,FFFFFF,1,,,,311J :Shivajinagar -Seegehalli (K R Puram) 
311P ,BMTCB,,Shivajinagar -Shanthi Layout ,,3,,F53333,FFFFFF,1,,,,311P :Shivajinagar -Shanthi Layout 
312,BMTCB,,Shivajinagar -Kittaganur ,,3,,F53333,FFFFFF,1,,,,312:Shivajinagar -Kittaganur 
313A ,BMTCB,,K R Market -Maragondanahalli (Old Madras Road) ,,3,,F53333,FFFFFF,1,,,,313A :K R Market -Maragondanahalli (Old Madras Road) 
313B ,BMTCB,,K R Market -Vijinapura ,,3,,F53333,FFFFFF,1,,,,313B :K R Market -Vijinapura 
313C ,BMTCB,,K R Market -A Narayanapura ,,3,,F53333,FFFFFF,1,,,,313C :K R Market -A Narayanapura 
313D ,BMTCB,,K R Market -K R Puram ,,3,,F53333,FFFFFF,1,,,,313D :K R Market -K R Puram 
313E ,BMTCB,,K R Market -Sadaramangala ,,3,,F53333,FFFFFF,1,,,,313E :K R Market -Sadaramangala 
313F ,BMTCB,,K R Market -Rampura ,,3,,F53333,FFFFFF,1,,,,313F :K R Market -Rampura 
313G ,BMTCB,,K R Market -Gayathri Layout ,,3,,F53333,FFFFFF,1,,,,313G :K R Market -Gayathri Layout 
313J ,BMTCB,,K R Market -Jinkethimmanahalli,,3,,F53333,FFFFFF,1,,,,313J :K R Market -Jinkethimmanahalli
313K ,BMTCB,,K R Market -Ayyappanagar (K R Puram) ,,3,,F53333,FFFFFF,1,,,,313K :K R Market -Ayyappanagar (K R Puram) 
313L ,BMTCB,,K R Market -Ramamurthynagar ,,3,,F53333,FFFFFF,1,,,,313L :K R Market -Ramamurthynagar 
313N ,BMTCB,,K R Market -Sadanandanagar ,,3,,F53333,FFFFFF,1,,,,313N :K R Market -Sadanandanagar 
313P ,BMTCB,,K R Market -Shanthi Layout ,,3,,F53333,FFFFFF,1,,,,313P :K R Market -Shanthi Layout 
313R ,BMTCB,,K R Market -Varthur ,,3,,F53333,FFFFFF,1,,,,313R :K R Market -Varthur 
313T ,BMTCB,,K R Market -Tambuchettypalya ,,3,,F53333,FFFFFF,1,,,,313T :K R Market -Tambuchettypalya 
314,BMTCB,,Shivajinagar -Nagavarapalya ,,3,,F53333,FFFFFF,1,,,,314:Shivajinagar -Nagavarapalya 
314A ,BMTCB,,Shivajinagar -DRDO Township 2nd Phase ,,3,,F53333,FFFFFF,1,,,,314A :Shivajinagar -DRDO Township 2nd Phase 
314AA,BMTCB,,Ulsoor - hope farm,"BEML gate,BTP,Malleshpalya,Basavanagar,Marthahalli,Varthoor",3,,F53333,FFFFFF,1,,,,314AA:Ulsoor - hope farm
314B ,BMTCB,,Shivajinagar -Nagavarapalya ,,3,,F53333,FFFFFF,1,,,,314B :Shivajinagar -Nagavarapalya 
314C ,BMTCB,,K R Market -Nagavarapalya ,,3,,F53333,FFFFFF,1,,,,314C :K R Market -Nagavarapalya 
314D ,BMTCB,,K R Market -Vijnananagar ,,3,,F53333,FFFFFF,1,,,,314D :K R Market -Vijnananagar 
314E ,BMTCB,,Kempegowda Bus Station -DRDO Township ,,3,,F53333,FFFFFF,1,,,,314E :Kempegowda Bus Station -DRDO Township 
314F ,BMTCB,,Kempegowda Bus Station -Vibhuthipura ,,3,,F53333,FFFFFF,1,,,,314F :Kempegowda Bus Station -Vibhuthipura 
314G ,BMTCB,,Kempegowda Bus Station -Byrasandra (C V Raman Nagar) ,,3,,F53333,FFFFFF,1,,,,314G :Kempegowda Bus Station -Byrasandra (C V Raman Nagar) 
314H ,BMTCB,,Kempegowda Bus Station -Malleshpalya ,,3,,F53333,FFFFFF,1,,,,314H :Kempegowda Bus Station -Malleshpalya 
314K ,BMTCB,,Chennammanakere Achkattu -C V Raman Nagar ,,3,,F53333,FFFFFF,1,,,,314K :Chennammanakere Achkattu -C V Raman Nagar 
314L ,BMTCB,,ISRO Layout -C V Raman Nagar ,,3,,F53333,FFFFFF,1,,,,314L :ISRO Layout -C V Raman Nagar 
314N ,BMTCB,,Shivajinagar -Basavanagar Samudaya Bhavan ,,3,,F53333,FFFFFF,1,,,,314N :Shivajinagar -Basavanagar Samudaya Bhavan 
314P ,BMTCB,,Shivajinagar -Jagadeeshnagar ,,3,,F53333,FFFFFF,1,,,,314P :Shivajinagar -Jagadeeshnagar 
314Q ,BMTCB,,K R Market -Nallurupura ,,3,,F53333,FFFFFF,1,,,,314Q :K R Market -Nallurupura 
314R ,BMTCB,,Mallathahalli -C V Raman Nagar ,,3,,F53333,FFFFFF,1,,,,314R :Mallathahalli -C V Raman Nagar 
314S ,BMTCB,,Shivajinagar -Nallurupura ,,3,,F53333,FFFFFF,1,,,,314S :Shivajinagar -Nallurupura 
314T ,BMTCB,,Kempegowda Bus Station -Basavanagar ,,3,,F53333,FFFFFF,1,,,,314T :Kempegowda Bus Station -Basavanagar 
315,BMTCB,,Kempegowda Bus Station -K R Puram ,,3,,F53333,FFFFFF,1,,,,315:Kempegowda Bus Station -K R Puram 
315A ,BMTCB,,Kempegowda Bus Station -Suddaguntepalya ,,3,,F53333,FFFFFF,1,,,,315A :Kempegowda Bus Station -Suddaguntepalya 
315B ,BMTCB,,Kempegowda Bus Station -A Narayanapura ,,3,,F53333,FFFFFF,1,,,,315B :Kempegowda Bus Station -A Narayanapura 
315C ,BMTCB,,Kempegowda Bus Station -Krishnayyanapalya ,,3,,F53333,FFFFFF,1,,,,315C :Kempegowda Bus Station -Krishnayyanapalya 
315D ,BMTCB,,Kempegowda Bus Station -Kalkere (Horamavu) ,,3,,F53333,FFFFFF,1,,,,315D :Kempegowda Bus Station -Kalkere (Horamavu) 
